user_id,recency,frequency,monetary,clv,avg_order_value,avg_days_between_orders
12325,57,57,30,1710,7.5,6.4035087719298245
12326,4,4,9,36,1.125,3.75
12329,42,42,7,294,1.75,6.5
12332,6,6,33,198,8.25,15.166666666666666
12342,7,7,8,56,1.6,5.571428571428571
12356,35,35,2,70,0.14285714285714285,10.114285714285714
12359,58,58,8,464,0.8888888888888888,6.189655172413793
12374,7,7,28,196,1.0769230769230769,23.0
12386,47,47,21,987,1.75,7.042553191489362
12394,14,14,19,266,0.40425531914893614,14.0
12395,47,47,5,235,0.8333333333333334,3.4893617021276597
12407,47,47,5,235,1.25,7.659574468085107
12424,47,47,9,423,1.0,5.531914893617022
12433,30,30,31,930,3.1,11.866666666666667
12435,56,56,21,1176,0.9545454545454546,6.5
12445,20,20,1,20,0.03225806451612903,7.15
12446,31,31,18,558,4.5,11.612903225806452
12450,13,13,5,65,0.5,15.461538461538462
